Charge Code,Charge Description
141674,"HHB POUCH,DRAIN,PRECUT,1PC,GPHC,1 3/16"""
141675,CHG DRUG SCREEN QUANTITATIVE LEVETIRACETAM
141677,CHG DRUG SCREEN QUANTITATIVE MYCOPHENOLATE
141678,"HHB POUCH,DRAIN PRE-CUT 1-PC GPHC 1 3/8"
141679,CHG DRUG SCREEN QUANTITATIVE OXCARBAZEPINE
141681,CHG DRUG SCREEN QUANTITATIVE TIAGABINE
141682,"HHB POUCH, NONCONVEX EASICLOSE,NDS"
141683,CHG DRUG SCREEN QUANTITATIVE ZONISAMIDE
141685,CHG DMD DUPLICATION/DELETION ANALYSIS
141686,"HHB POUCH,DRN,CUT-FIT,1P,OP 3/8""-2 3/4"""
141687,CHG MGMT METHYLATION ANALYSIS
141689,CHG ONCOLOGY TISSUE OF ORIGIN SIMILAR SCOR ALGORITHM
141690,"HHB POUCH,DRAIN PRE-CUT 1-PC OPQ 1"",NDS"
141691,CHG FETAL ANEUPLOIDY 21 18 13 SEQ ANALY TRISOM RISK
141693,CHG IADNA TRICHOMONAS VAGINALIS AMPLIFIED PROBE TECH
141694,"HHB POUCH,DRAIN PRE-CUT 1-PC OPQ 1 3/16"
141695,CHG IMHISTOCHEM/CYTCHM EA ADDL ANTIBODY SLIDE
141697,PR INFLUENZA VIRUS VACCINE TRIVALEN RIV3 PRSR FR IM
141698,"HHB POUCH,DRAIN PRE-CUT,1-PC,OPQ,1 3/8"""
141700,"HHB POUCH,DRAIN,C-F,CLAS,1/2""-1 9/16"" G"
141702,"HHB POUCH,DRN,CUT-FIT,2P,CLS,1/2""-2"" RE"
141703,PR EVALUATION OF SPEECH FLUENCY (STUTTER CLUTTER)
141705,PR EVALUATION OF SPEECH SOUND PRODUCTION ARTICULATE
141706,"HHB POUCH,DRN,C-F,2P,GPH,1/2""-1 9/16"" G"
141707,PR EVAL SPEECH SOUND PRODUCT LANGUAGE COMPREHENSION
144108,"HHB HYDROGEN PEROXIDE,USP 3%,16OZ"
144109,HC LAB ZZ FLOW CYTOMETRY /TC ADD ON 19
144111,HC LAB ZZ FLOW CYTOMETRY /TC ADD ON 20
144112,"HHB ALCOHOL,RUBBING,ISOPROPYL-70%,PINT"
144113,HC LAB ZZ FLOW CYTOMETRY /TC ADD ON 21
144115,HC LAB ZZ FLOW CYTOMETRY /TC ADD ON 22
144116,"HHB PREP,CHG,LIQUID,4%,4 OZ BTL,48 EA/C"
144117,HC LAB ZZ FLOW CYTOMETRY /TC ADD ON 23
144119,HC LAB ZZ FLOW CYTOMETRY /TC ADD ON 24
144120,"HHB SCISSORS,BANDAGE,LISTER,5.5"""
144121,HC LAB ZZ FLOW CYTOMETRY /TC ADD ON 25
126811,"PED TERM DEV, HAND, VOL OPEN"
126813,"PED TERM DEV, HAND, VOL CLOS"
126815,"HOOK/HAND, HVY DTY, VOL OPEN"
126817,"HOOK/HAND, HVY DTY, VOL CLOS"
144127,"HHB PENLIGHT, DISPOSABLE"
126819,"LOCM 100-199MG/ML IODINE,1ML"
126825,HOME STD CASE RATE 30 DAYS
126827,HOME HOSPICE CASE 30 DAYS
126829,MD HOME VISIT OUTSIDE CAP
144133,"HHB WARMER,HEEL,INFANT,GEL PK,EACH"
144134,HC BLDE.BLUNT.10MM.EXT.&.SLV
144136,HC BLDE.BLUNT.20MM.EXT.&.SLV
144137,"HHB GLOVE,EXAM,VINYL,SYNTHETIC,PF,LF,SM"
144138,HC BLDE.SERR.20MM.EXT.&.SLV
144140,HC SHAVER.HOOK.MICRO.W/TIP
144141,"HHB GLOVE,EXAM,VINYL,SYNTHETIC,PF,LF,MD"
144142,HC SHAVER.DMND.4.4.W/TIP
144144,HC BLDE.LNG.CRV.10MM.EXT&SLV
144145,"HHB GLOVE,EXAM,VINYL,SYNTHETIC,PF,LF,LG"
144146,HC BLDE.LNG.CRV.20MM.EXT&SLV
144148,HC BLDE.LONG.STRT.10MM
144149,"HHB GLOVE,EXAM,NITRILE,CHEMO,BLUE,PF,LF"
144150,HC ST.TU.IRR.BONESCALPEL
144152,HC WAVEGUIDE.EIGR.NAR/ANG
144153,"HHB GLOVE,EXAM,NITRILE,CHEMO,BLUE,PF,LF"
144154,HC BIT.DRL.2.5X100MM.
144156,"HC PIN.GU.078"".PROSTOP."
144157,"HHB GLOVE,EXAM,NITRILE,CHEMO,BLUE,PF,LF"
144158,HC NDL.DELIVERY.8GX10CM.
144160,HC SYS.ENDOCLEAR.W/CLT.ADAP
144161,"HHB GLOVE,STRETCH SYNTH,ALOE ULTRA IC,S"
144162,HC PL.TIB.LOW.BND.3.5X76.LT
144164,HC PL.TIB.8H.3.5X157MM
144165,"HHB GLOVE,STRETCH SYNTH,ALOE ULTRA IC,M"
144166,HC PL.TIB.LOW.BND.3.5X102.LT
144168,HC PL.LCP.LT.TIB.4H.4.5X106
144169,"HHB GLOVE,STRETCH SYNTH,ALOE ULTRA IC,L"
144170,HC PL.TIB.3.5X142MM.6H.RT.NS
144172,HC PIN.3.6X230MM.TRCR.PNT
144173,"HHB GLOVE,STRETCH SYNTH,ALOE ULTRA IC,L"
144175,VENOM YELLOW JACKET IGE
144176,"HHB GLOVE,STRETCH SYNTH,ALOE ULTRA IC,X"
144178,"HHB GLOVE,EXAM,SYNTHETIC,ALOETOUCH 3G,P"
144179,RESULT (URINE CULTURE COMP)
126831,BREAST GAP FLAP RECONST
126833,BREAST  INSTACKED IN DIEP/GAP
126835,GENETIC TESTING ALS
126837,AUTO HANDHELD DIAG NERV TEST
136055,IO FINGER DISLOCATION REDUCTION
144185,US BREAST BIOPSY SONO-EA ADD LESION
136056,HC GADOLINIUM 10ML
136058,HC EMU CALL-BACK FOR WEEK-END
144189,WHITE FACE HORNET IGE (REFLEX)
144190,YELLOW HORNET (I5) IGE (RELFEX)
144191,FIRE ANT IGE (REFLEX)
136059,HC EMU NEURODIAGNOSTIC STAND-BY 1/2H
136060,HC EMU VIDEO EEG - 24 HR
136061,HC EMU DIGITAL ANALYSIS - EEG
139123,DISCOVERY DEPOSITION PER 1/4 HOUR
136079,"DRUG SCREEN, URINE ANABOLIC STEROID"
136080,OXIMETER- OVERNIGHT
136081,HC TU.TRACH.SHILEY.4.5.NEO
144199,"HHB GLOVE,EXAM,SYNTHETIC,ALOETOUCH 3G,P"
144200,"HC SPLNT.WRST.SM.8"".LT"
144202,"HC SPLNT.WRST.LG.8"".LT"
144203,"HHB GLOVE,EXAM,SYNTHETIC,ALOETOUCH 3G,P"
144204,"HC SPLNT.WRST.SM.8"".RT"
144206,"HC SPLNT.WRST.MED.8"".RT"
144207,"HHB GLOVE,EXAM,SYNTHETIC,ALOETOUCH 3G,P"
144208,"HC SPLNT.WRST.LG.8"".RT"
144210,HC CNTRSNK.CANN.4.0MM
144211,"HHB APPLICATOR,COTTON-TIP,WOOD,6"",STERI"
144212,HC BLDE.LARYN.C-MAC.SZ3
144214,HC BLDE.LARYN.C-MAC.SZ3
144215,"HHB APPLICATOR,COTTON-TIP,WOOD,6"",STERI"
144216,HC RETRIVER.ALLIGATOR.5MM.
144218,HC FIBER.HOLMIUM.365-2.MICRN
144219,"HHB BLADE,TONGUE,6"",STERILE"
144220,HC PAD.1STEP.R.SERIES.DFBR.
144222,HC CATH.MICRO.UF.3FX170CM
144223,"HHB BLADE,TONGUE,6"",STERILE"
144224,HC CATH.MICRO.ORION.5FX150CM
144226,HC GUIDEWIRE.HYDRO.010.350CM
144227,"HHB APPLICATOR,COTTON-TIP,PLASTIC,6"",ST"
144228,HC GUIDEWIRE.HYDRO.014.350CM
144230,HC CATH.5F.VERT.100CM.BRAID
144231,"HHB APPLICATOR,COTTON-TIP,PLASTIC,6"",ST"
144232,HC PK.NEURO.BASIC.CUSTOM
144234,HC GW.SYNCHRO-14.300X45CM
144235,"HHB MONITOR,BP,AUTO,DIGITAL,ADULT"
144236,"HC GW.016""X180CM.35CM.TIP"
144238,HC SEPRTR.56MMX200CM
144239,"HHB MONITOR,BP,WRIST,DIGITAL UNIT"
144240,HC SEPRTR.1.14MMX175CM
144242,"HC GW.018""X150CM.8CM.TIP"
144243,"HHB CONTAINER,SHARPS,MAILBACK DISP,1 GA"
144244,HC RELEASER.ADH.NS.50ML
144246,HC SYR.INJ.150ML.ARTERION
144247,"HHB CONTAINER,SHARPS,1 QT.,RED,PHLEB."
144248,HC CATH.MICRO.STRT.9X156CM
144250,HC CATH.BALL.ADV.LP.018.6X20
144251,"HHB CONTAINER,SHARPS,5 QT,RED,WALL MOUN"
144252,HC CNTRSNK.MUC.CANN.7.0MM.
136082,HC GLIDEWIRE.0.35X260CM.5/P.
136083,HC SCREW.CANN.(4.5X54).FTHRD
141709,PR BEHAVIORAL & QUALIT ANALYSIS VOICE AND RESONANCE
141710,"HHB POUCH,DRN,CUTFIT 2P,GPHC,1/2""-2"",RD"
141711,PR PERCUTAN TRANSCATH CLOSURE PAT DUCT ARTERIOSUS
141713,PR PERCUTANEOUS TRANSCATHETER SEPTAL REDUCTION THER
141714,"HHB POUCH,DRN,C-F,2P,GPH,1/2""-2 3/8"" BL"
141715,PR MECHANICAL CHEST WALL OSCILLATION LUNG FUNCTION
141717,PR LOW FREQUENCY NON-THERMAL ULTRASOUND PER DAY
141718,"HHB POUCH,DRN,C-F,2P,TRN,1/2""-1 9/16"" G"
141719,PR INTERPROF PHONE/INTERNET ASSESS/MANAGE 5-10
141721,PR INTERPROF PHONE/INTERNET ASSESS/MANAGE 11-20
141722,"HHB POUCH,DRN,CUTFIT,2P,TRNS 1/2""-2"",RD"
141723,PR INTERPROF PHONE/INTERNET ASSESS/MANAGE 21-30
141725,PR INTERPROF PHONE/INTERNET ASSESS/MANAGE31/>
141726,"HHB POUCH,DRN,C-F,2P TRN 1/2""-2 3/8"" BL"
141727,PR TOT BODY SYSTEMIC HYPOTHERMIA CRITICAL NEONATE
141729,PR SELECTIVE HEAD HYPOTHERMIA CRITICAL NEONATE
141730,"HHB POUCH,DRAIN,C-F,CLAS,1/2""-1 9/16"",G"
141731,PR MULTIDISCIPLINARY CARE PLAN DEVELOPED/UPDATED
141733,PR PT TRANSFERRED FROM ANESTHETIZING TO CC UNIT
141734,"HHB POUCH,DRN,CUTFIT,2P,CLAS 1/2""-2"" RE"
141735,PR PT NOT TRANSFERRED FROM ANESTHETIZING TO CC UNIT
141737,PR TRANSFER OF CARE CHECKLIST USED
141738,"HHB POUCH,DRN,C-F,2P,CLAS 1/2""-2 3/8"" B"
141739,PR TRANSFER OF CARE CHECKLIST NOT USED
141741,PR SYMP+SIGN DISTAL SYMM POLYNEUROPATHY REVWD+DOCD
141742,"HHB POUCH,DRAIN C-F 1P TRN 5/8""-1 11/16"
141743,PR NOT INITIAL EVALUATION FOR CONDITION
141745,PR PT QUERIED RE PAIN W/FUNC USING RELIABLE INSTRM
141746,"HHB POUCH,DRN,CUTFIT,1P,OP,11 1/4"",600M"
141747,PR PT QUERIED RE SYMP RESPIRATORY INSUFFICIENCY
141749,PR PATIENT HAS RESPIRATORY INSUFFICIENCY
141750,"HHB POUCH,DRAIN PRE-CUT 1-PC TRNS 7/8"","
141751,PR PATIENT DOES NOT HAVE RESPIRATORY INSUFFICIENCY
141753,PR ELECTRODIAG STUDIES DSP DOCD RVWD W/IN 6 MONTHS
141754,"HHB POUCH,DRAIN PRE-CUT 1-PC TRNS 1"",ND"
141755,PR ELECTRODIAG STUDIES DSP NOT DOCD RVWD W/IN 6 MON
141757,PR PT HAS CLINICAL SYMP+SIGNS NEUROPATHY W/CAUSE
141758,"HHB POUCH,DRAIN PRE-CUT 1-PC TRNS 1 1/8"
141759,PR SCREENING TSTS DIABETES MELLITUS RVWD RQSTD ORD
141761,PR COGNITIVE+BEHAVIORAL IMPAIRMENT SCRNG PERFORMED
141762,"HHB POUCH,DRAIN PRE-CUT 1-PC TRNS 1 1/4"
141763,PR PT HAS PSEUDOBULBAR AFFECT/SIALORRHEA/ALS SYMP
141765,PR NO PSEUDOBULBAR AFFECT/SIALORRHEA/ALS SYMP
141766,"HHB POUCH,DRAIN PRE-CUT 1-PC OPQ 7/8"",N"
141767,PR PULM FUNC TESTING/PEAK COUGH EXPIRATORY FLOW
141769,PR PT SCRND DYSPHAGIA+WT LOSS+IMPAIRED NUTRITION
141770,"HHB POUCH,DRAIN PRE-CUT 1-PC OPQ 1"",NDS"
141771,PR DYSPHAG+WT LOSS+IMPAIRED NUTRITION
141773,PR NO DYSPHAG+WT LOSS+IMPAIRED NUTRITION
141774,"HHB POUCH,DRAIN PRE-CUT 1-PC OPQ 1 1/8"""
141775,PR PATIENT IS DYSARTHRIC
141777,PR PATIENT IS NOT DYSARTHRIC
141778,"HHB POUCH,DRAIN PRE-CUT 1-PC OPQ 1 1/4"""
141779,PR DISEASE MODIFYING PHARMACOTHERAPY DISCUSSED
141781,PR TX PSEUDOBULBAR AFFECT SIALORRHEA/ALS SYMP
141782,"HHB POUCH,DRAIN C-F 1P GPH 5/8""-1 11/16"
141783,PR OPTIONS NONINVASIVE RESP SUPPORT DISCUSSED W/PT
141785,PR NUTRITIONAL SUPPORT OFFERED
141786,"HHB MICRO-POUCH,UROSTOMY,TRANSP 40MM,ND"
141787,PR PT OFFERED REFERRAL SPEECH LANGUAGE PATHOLOGIST
141789,PR PT OFFERED ASSISTANCE PLANNING END LIFE ISSUES
141790,"HHB MICRO-POUCH,UROSTOMY,TRANSP 50MM,ND"
141791,PR PT RECEIVED INHALATIONAL ANESTHETIC AGENT
141793,PR PT DID NOT RECEIVE INHALATIONAL ANESTHETIC AGENT
141794,"HHB MICRO-POUCH,UROSTOMY,TRANSP 60MM,ND"
141795,PR PT SHOWS 3+RISK FACTORS POST-OP NAUSEA+VOMITING
141797,PR PT NO EXHIBIT 3+ RISK FACTORS POST-OP NAUSEA/VOM
141798,"HHB POUCH,UROSTOMY,OPAQ,MAXI 40MM,NDS"
141799,PR PT RCEVD 2 PROPHYLACTIC RX AGENTS PRE+INTRA-OP
141801,PR 1BODY TEMP MEAS>=35.5C IN 30-15 MINS POST ANESTH
141802,"HHB POUCH,UROSTOMY,OPAQ,MAXI 50MM,NDS"
141803,PR ANESTH DID NOT INVOLVE GENERAL/NEURAXIAL ANESTH
141805,PR PATIENT HAS A CORONARY ARTERY STENT
141806,"HHB POUCH, 2PC, UROSTOMY"
141807,PR PATIENT DOES NOT HAVE A CORONARY ARTERY STENT
141809,PR PT RECVD ASPIRIN W/IN 24 HRS PRIOR ANESTH START
141810,"HHB POUCH,UROSTOMY,TRANSP,MAXI 40MM"
141811,PR AORTIC ANEURYSM<5CM MAX DIAM CENTERLINE/AXIAL CT
141813,PR AORTIC ANEURYSM 5-5.4CM MAX DIAM CTRLN/AXIAL CT
141814,"HHB POUCH,UROSTOMY,TRANSP,MAXI 50MM,NDS"
141815,PR AORTIC ARYSM 5.5-5.9CM MAX DIAM CTRLN/AXIAL CT
141817,PR AORTIC ANEURYSM 6/> CM MAX DIAM CTRLN/AXIAL CT
141818,"HHB POUCH,UROSTOMY,TRANSP,MAXI 60MM,NDS"
141819,PR ASYMPT CAROT STEN NO ISCHEM/STRK CAROT/VRTBROBAS
141821,PR SYMPT CAROT STENOS IPSIL CAROT TIA/STRK<120DAYS
141822,"HHB FLANGE,PRE-CUT 2-PC EXT 3/4"" GRN,ND"
141823,PR OTHER CAROTID STENT IPSIL TIA/STRK 120 DAYS/>
141825,PR INS/REPLCMT SUBQ IMPLT DEFIB SYSTEM W/SUBQ ELTRD
141826,"HHB FLANGE,PRE-CUT 2-PC EXT 7/8"" GRN,ND"
141827,PR INSERTION SUBCUTANEOUS DEFIBRILLATOR ELECTRODE
141829,PR INSERTION SUBQ IMPLT DEFIB PLS GEN W/SUBQ ELTRD
141830,"HHB FLANGE,PRE-CUT 2-PC EXT 1"" RED,NDS"
141831,PR REMOVAL SUBQ IMPLT DEFIB PULSE GENERATOR
141833,PR RMVL W/REPLCMT SUBQ IMPLT DEFIB PULSE GENERATOR
141834,"HHB FLANGE,PRE-CUT 2-PC EXT 1 1/8"" RED,"
141835,PR REMOVAL SUBCUTANEOUS DEFIBRILLATOR ELECTRODE
141837,PR REPOSITN SUBQ IMPLANT DEFIB ELECTRODE/PULSE GEN
141838,"HHB FLANGE,PRE-CUT 2-PC EXT 1 1/4"" RED,"
141839,PR EPHYS EVAL SUBQ IMPLT DEFIB PRGRMG/REPRGRMG
141841,PR IMPLT SUBQ DEFIB SYS INTERROGATION DEVICE EVAL
141842,"HHB FLANGE,PRE-CUT 2-PC EXT 1 3/8"" BLUE"
141843,PR IMPLT SUBQ DEFIB SYS PROGRAMMING DEVICE EVAL
141845,PR MNTR INTRAOCULAR PRESS 24HRS/> UNI/BI W/INTERP
141846,"HHB FLANGE,PRE-CUT 2-PC EXT 1 1/2"" BLUE"
141847,PR TEAR FILM IMAGING UNILATERAL OR BILATERAL W/I&R
141849,PR MYOCRD SYMPATHETIC INNERVAJ IMG PLNR QUAL&QUANT
141850,"HHB FLANGE,CUTFIT,2P,EXT,5/8""-15/16"" GR"
141851,PR MYOCRD SYMP INNERVAJ IMG PLNR QUAL&QUANT W/SPECT
144254,HC SEPRTR.71MMX200CM
144255,"HHB CONTAINER,SHARPS,1 GA.,RED,WALL/FRE"
144256,HC SEPRTR.89MMX200CM
144258,HC BRACE.KNEE.ELASTIC.LG/XL.
144259,"HHB CONTAINER,SHARPS,2 GAL.,RED,WALL/FR"
144260,HC SYR.150ML.W/INJ.F/CNTRST
144262,HC NDL.SLIMLINE.HNDL.19GA
144263,"HHB TRAY,SUTURE REMOVAL,WIRE LITT SCISS"
144264,"HC SUPPLY 274, L3976"
144266,HC BRCE.SHLDR.ORTHS.AIRPLANE
144267,"HHB STETHOSCOPE,SINGLE-HEAD,BLUE"
144268,HC SYS.REVEAL.LINQTM
144270,HC COIL.HELICAL.AXIUM.1.5X2
144271,"HHB STETHOSCOPE,DUAL-HEAD,BLUE"
144272,HC COIL.HELICAL.AXIUM.2X1CM
144274,HC COIL.PRIME.HELIX.4X6
144275,"HHB STETHOSCOPE,SPRAGUE RAPPAPORT,BLUE"
144276,HC COIL.PRIME.HELIX.4X8
144278,HC COIL.PRIME.HELIX.4X10
144279,"HHB COVER,STETHOSCOPE,ONE SIZE"
144280,HC COIL.PRIME.HELIX.4X12
144282,HC COIL.PRIME.HELIX.5X10
144283,"HHB ANEROID,HAND HELD,ADULT"
144284,HC COIL.PRIME.HELIX.5X15
144286,HC COIL.PRIME.HELIX.5X20
144287,"HHB ANEROID,HAND HELD,ADULT,NEOPRENE"
144288,HC COIL.PRIME.HELIX.6X12
144290,HC COIL.PRIME.HELIX.6X20
144291,"HHB ANEROID,HAND HELD,CHILD"
144292,HC COIL.AXIUM.3D.2MMX2CM
144294,HC COIL.PRIME.3D.DTCH.4X6
144295,"HHB ANEROID,HAND HELD,CHILD,NEOPRENE"
144296,HC COIL.PRIME.3D.DTCH.4X8
144298,HC COIL.PRIME.3D.DTCH.4X10
144299,"HHB ANEROID,HAND HELD,LRG ADULT"
144300,HC COIL.PRIME.3D.DTCH.4X12
144302,HC COIL.PRIME.3D.DTCH.8X8
144303,"HHB STETHOSCOPE,DISPOSABLE,YELLOW"
144304,HC DEV.VASC.CLSR.6F/7F.MYNX
144306,HC PRTCL.EMBOL.PVA.250-355MH
144307,"HHB SHEATH,DIGITAL THERMOMETER,ORAL,100"
144308,HC STNT.VISI-PRO.8X57X135
144310,HC PIN.DRL.TRIM-IT.1.5X100MM
144311,"HHB THERMOMETER,EAR,W/EASY PROBE RELEAS"
144312,HC CLIP.TIB.VF.SYNATOMIC
144314,HC TISS.THN.ALDRM.8X16CM.RTU
144316,"HHB COVER,PROBE,FOR MDS9700"
144319,"CBC, NO DIFFERENTIAL/PLATELET"
144320,"HHB ANEROID,HAND HELD,SINGLE,PATIENT US"
144321,"ALCOHOL, ETHYL, (U)"
144322,MARIJUANA METABOLITES - 50 CLINICAL SCREEN/CONFIRM
144323,MARIJUANA METABOLITES - 20 CLINICAL SCREEN/CONFIRM
144325,"CHROMOSOME ANALYSIS,FOLLOW-UP"
144326,"HHB THERMOMETER,DIGITAL,ORAL,F/C,30 SEC"
144327,"URIC ACID, RANDOM URINE (WITH CREATININE)"
144328,"CULTURE, URINE, SPECIAL"
144333,BV+CT/NG/TV NAA+YEAST CULTURE
144334,NEOENCEPHALITIS PARANEO - PLASTIC EVAL W/RECOMBX
144335,"QUESTASSURED FOR INFANTS, 25-HYDROXYVITAMIN D"
144337,MUSK QN ANTIBODY TITER
144338,"HHB STOCKINETTE,UNBLEACHED,2""X 25YDS"
144339,GLUTEN SENSITIVITY SCREEN
144340,ANTIGLIADIN IGG (NATIVE)
144341,NOTE (ANTIGLIADIN IGG)
144342,PHENOSENSE(R)
144343,TSH+FREE
144344,REFLEXIVE URINE CULTURE
144346,"HHB STOCKINETTE,UNBLEACHED,3""X 25YDS"
144347,THYME IGE
144349,EGGPLANT IGE
144350,"HHB STOCKINETTE,UNBLEACHED,4""X 25YDS"
144351,CLOVE IGE
144353,"HHB STOCKINETTE,UNBLEACHED,6""X25YDS"
144360,"HHB GLOVE,EXAM,LATEX,MEDI-GUARD,POWDERE"
144366,"HHB GLOVE,EXAM,LATEX,MEDI-GUARD,POWDERE"
144367,"HC DRSG.MEPILEX.FOAM.4X8"""
144369,"HC DRSG.MEPILEX.FOAM.4X12"""
144370,"HHB GLOVE,EXAM,LATEX,MEDI-GUARD,POWDERE"
144371,HC CATH.DIST.REFLEX.6FX95CM
144373,HC CATH.DIST.REFLEX.6FX115CM
144374,"HHB SOLUTION,CONTROL,PRECISION,HI/LO"
144375,HC CATH.GD.5FRX90CM.MULTI.D
144377,HC CATH.MICRO.150X50CM.SHP.J
144378,"HHB SOLUTION,CONTROL,PRECISION,HI/LO"
144379,HC SZR.BRST.SIL.REUSE.475CC.
144381,HC BIT.DRL.SHRP.2X70MM
144382,"HHB STRIP,TEST,GLUCOSE,XCEED PRO QCM,3."
144383,HC BIT.DRL.STOP.2MM
144385,HC TU.FEED.GJ.14FRX1.2X22CM.
144386,"HHB STRIP,TEST,GLUCOSE,XCEED PRO QCM,3."
144387,HC SPLNT.HAND.REST.SM.RT
144389,HC ST.INTRO.NONVAS.21GAX15CM
144390,"HHB STRIP,TEST,OPTIUMEZ,50S"
144391,HC CNTRSNK.FIT.2.7/3.5MM.AO.
144393,HC DEV.COIL.ASSIST.4.5X15
144394,"HHB STRIP,TEST,OPTIUMEZ,50S"
144395,HC KT.REV.SPNL.SEG.ASCENDA
144397,HC STM.FEM.RDC.STD.OFST.4
144398,"HHB STRIP,TEST,OPTIUMEZ,100S"
144399,HC STM.FEM.RDC.EXTD.OFST.4
144401,HC STM.FEM.RDC.STD.OFST.5
141853,PR VISUAL EVOKED POTENTIAL ACUITY SCREENING AUTO
141854,"HHB BARRIER,XTND WEAR,CNVX,2P,5/8""-1,ND"
141855,PR STABLJ SI JOINT FOR ARTHRODESIS PERQ/MIN INVAS
141857,PR EXTRA-OSSEOUS JOINT IMPLANT TALOTARSAL STABILIZE
141858,"HHB FLANGE,C-F 2P EXT 5/8""-1 11/16"" BLU"
141859,PR LAPS ABLATJ UTERINE FIBROIDS W/INTRAOP US GDNC
141861,PR ENDOTHELIAL FUNCTION ASSESSMENT NON-INVASIVE
141862,"HHB FLANGE,PRE-CUT 2-PC EXT 5/8"" GRN,ND"
141863,PR TRANSCATHETER RENAL SYMPATH DENERVATION UNILAT
141865,PR TRANSCATHETER RENAL SYMPATH DENERVATION BILAT
141866,"HHB FLANGE,PRE-CUT 2-PC EXT 13/16"" GRN,"
141867,HC PAD.REPLACEMENT.COLLAR
141869,HC CUSHION.FOAM.16X16.BLK
141870,"HHB FLANGE,PRE-CUT 2-PC EXT 1"" GRN,NDS"
141871,HC CUSHION.QUADRAGEL.20X18
141873,HC CUSHION.SADDLE.16X16.BLK
141874,"HHB FLANGE,PRE-CUT,2-PC EXT,1 3/16"",RED"
141875,HC KT.AFFIRM.ADD.LVL.10P.
141877,HC CATH.LAPSCP.4FRX80CM.
141878,"HHB FLANGE,PRE-CUT 2-PC EXT 1 3/8"" RED,"
141879,HC HNDL.PISTOL.FOOT.CNTRL.
141881,HC ELCTRD.RT.ANG.5MMX34CM
141882,"HHB FLANGE,PRE-CUT 2-PC EXT 1 9/16"" BLU"
141884,"HHB FLANGE,PRE-CUT 2-PC EXT 1 3/4"" BLUE"
141886,"HHB BARRIER,CUT-FIT 2-PC 5/8""-15/16"" GR"
141888,HC INSRT.TIB.CR.SZ3-4.9MM.
141889,"HHB BARRIER,CUT-FIT 2-PC 5/8""-1 5/16""RE"
141890,HC A1 ANKLE TOTAL SYSTEM - SMITH AND NEPHEW
141892,HC K1U KNEE UNICONDYLAR SYSTEM - SMITH AND NEPHEW
141893,"HHB BARRIER,CT-FIT,2PC,5/8""-1 11/16"",BL"
141894,HC S1H SHOULDER HEMI SYSTEM - SMITH AND NEPHEW
141896,HC S3 SHOULDER REVERSE TOTAL - SMITH AND NEPHEW
141897,"HHB BARRIER,PRE-CUT 2-PC 3/4"" GRN,NDS"
141898,HC E1 ELBOW TOTAL PRIMARY SYS - SMITH AND NEPHEW
141900,HC K2 KNEE TOTAL SYSTEM HYBRID - SMITH AND NEPHEW
10094,ADMIN PNEUMOCOCCAL VACCINE
31706,BONE SURGERY USING COMPUTER
31708,BONE SURGERY USING COMPUTER
141904,"INSECT VENOM, HONEY BEE IGG"
141905,"HHB BARRIER,PRE-CUT 2-PC 7/8"" GRN,NDS"
141906,"INSECT VENOM, YELLOW HORNET IGG"
141907,"INSECT VENOM, YELLOW JACKET IGG"
141909,VENOM SPECIFIC IGG (I70) FIRE ANT
31710,BONE SURGERY USING COMPUTER
141911,RETT SYNDROME MUTATION ANALYSIS
141912,"HHB BARRIER,PRE-CUT 2-PC 1"" RED,NDS"
141913,"INSULIN RESPONSE TO GLUCOSE, 4 SPECIMENS"
141915,"Q FEVER (COXIELLA BURNETII) ANTIBODIES (IGG, IGM) WITH REFLEX TO TITER"
141916,"HHB BARRIER,PRE-CUT 2-PC 1 1/8"" RED,NDS"
141917,"Q FEVER (COXIELLA BURNETII) ANTIBODIES (IGG, IGM) WITH REFLS"
141918,"Q FEVER (COXIELLA BURNETII) ANTIBODIES (IGG, IGM) WITH REFLS"
141920,"Q FEVER (COXIELLA BURNETII) ANTIBODIES (IGG, IGM) WITH REFLS"
141921,"HHB BARRIER,PRE-CUT 2-PC 1 3/8"" BLUE,ND"
141922,"Q FEVER (COXIELLA BURNETII) ANTIBODIES (IGG, IGM) WITH REFLS"
31712,DELETED 2005
31740,DELETED 2003
31742,DELETED 2003
31812,AMB TRANS 7PM-7AM
32028,ADULT SIZE DIAPER SM EACH
32030,ADULT SIZE DIAPER MED EACH
141930,"HHB BARRIER,PRE-CUT 2-PC 1 1/2"" BLUE,ND"
141932,"HHB BARRIER,PRE-CUT 2-PC 1 5/8"" BLUE,ND"
141934,"HHB BASEPLATE,CUT-TO-FIT,SM,3/8""-1 5/16"
141936,"HHB BASEPLATE,CUT-TO-FIT,MED 3/8""-1 7/8"
141938,"HHB BASEPLATE,CUT-TO-FIT,LRG 3/8""-2 3/4"
141940,"HHB BASEPLATE,C-T-F,SML,X-WR 3/8-1 5/16"
32032,ADULT SIZE DIAPER LG EACH
32034,ADULT SIZE DIAPER XL EACH
32036,ADULT SIZE BRIEF SM EACH
32038,ADULT SIZE BRIEF MED EACH
141946,"HHB BASEPLATE,C-T-F,MED,X-WR 3/8-1 7/8"""
32040,ADULT SIZE BRIEF LG EACH
32042,ADULT SIZE BRIEF XL EACH
32044,CHILD SIZE DIAPER SM/MED EA
32046,CHILD SIZE DIAPER LG EACH
